职位名称,公司名称,工作城市,薪资范围,学历要求,公司类型,公司规模,职位类别,工作经验,福利待遇
招投标专员,湖南华诺星空电子技术有限公司,长沙,5千-7千,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,餐补,节日福利,每年多次调薪,周末双休,年终奖,通讯补贴,提供住宿"
软件测试工程师,步步高集团,长沙,9千-1.2万,本科,民营,10000人以上,IT质量管理/测试/配置管理,3-5年,"五险一金,节日福利,高温补贴,通讯补助,带薪年假,年终分红,周末双休,免费停车"
售前工程师,湖南东兴信息技术有限公司,长沙,8千-1万,本科,民营,20-99人,客服/售前/售后技术支持,3-5年,"通讯补助,每年多次调薪,周末双休,员工旅游,节日福利,五险一金"
售前工程师,北京宇天恒瑞科技发展有限公司,长沙,1万-1.5万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,周末双休,带薪年假,节日福利"
售前技术经理,北京融汇画方科技有限公司,长沙,8千-1万,本科,民营,100-299人,IT运维/技术支持,3-5年,"五险一金,绩效奖金,节日福利,交通补助,通讯补助,年底双薪"
智慧城市解决方案工程师,湖南优美科技发展有限公司,长沙,1.2万-2.4万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,带薪年假,全勤奖,周末双休"
it运维主管,湖南旻一生物科技有限公司,长沙,1万-1.5万,本科,民营,20-99人,IT运维/技术支持,3-5年,"绩效奖金,带薪年假,定期体检,节日福利,五险,餐补,定期团建,周末双休"
售前工程师,广州优亿信息科技有限公司,长沙,6千-1.2万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"节日福利,周末双休"
售前工程师,北京飞渡科技有限公司,长沙,1万-2万,本科,民营,20-99人,客服/售前/售后技术支持,3-5年,"五险一金,餐补,定期体检,创业公司,带薪年假,节日福利,周末双休,每年多次调薪"
IT系统集成工程师（弱电）,湖南德荣医疗健康产业有限公司,长沙,6千-8千,本科,民营,500-999人,IT运维/技术支持,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,补充医疗保险,节日福利,股权激励,提供住宿"
售前解决方案架构师,湖南天河国云科技有限公司,长沙,8千-1.5万,本科,民营,20-99人,客服/售前/售后技术支持,3-5年,"节日福利,创业公司,大牛带队,五险一金,年终分红,股票期权,带薪年假,弹性工作"
中级测试工程师,大汉控股集团,长沙,6千-8千,本科,民营,1000-9999人,电子/电器/半导体/仪器仪表,3-5年,"五险一金,绩效奖金,餐补,节日福利,通讯补助,带薪年假,公司重点项目,交通补助"
解决方案实施,大汉控股集团,长沙,6千-8千,本科,民营,1000-9999人,客服/售前/售后技术支持,3-5年,"五险一金,绩效奖金,餐补,节日福利,通讯补助,带薪年假,公司重点项目,交通补助"
设备专员,长沙晶易医药科技有限公司,长沙,6千-1万,本科,民营,100-299人,IT运维/技术支持,3-5年,"五险一金,年底双薪,节日福利,定期体检,包住,项目奖金,带薪年假,绩效奖金"
硬件测试工程师,湖南明康中锦医疗科技发展有限公司,长沙,8千-1万,本科,民营,100-299人,IT质量管理/测试/配置管理,3-5年,"五险一金,节日福利,周末双休,带薪年假,通讯补助"
标准化工程师,湖南镭目科技有限公司,长沙,6千-8千,本科,民营,500-999人,IT质量管理/测试/配置管理,3-5年,"五险一金,绩效奖金,包吃,包住,免费班车,项目奖金,每年多次调薪,补充医疗保险"
信息部部长（集团总部）,湖南湾田集团有限公司,长沙,1万-1.5万,本科,民营,10000人以上,IT运维/技术支持,3-5年,"五险一金,交通补助,通讯补助,包吃,带薪年假,定期体检"
自动化测试,三一集团,长沙,1.5万-2万,本科,民营,10000人以上,电子/电器/半导体/仪器仪表,3-5年,"五险一金,交通补助,年底双薪,餐补,节日福利,每年多次调薪"
高级技术支持工程师,北京泰策科技有限公司,长沙,9千-1.5万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,绩效奖金,餐补,弹性工作,带薪年假,定期体检,通讯补助"
信息管理工程师,湖南旻一生物科技有限公司,长沙,8千-1.3万,本科,民营,20-99人,IT运维/技术支持,3-5年,"绩效奖金,带薪年假,定期体检,节日福利,五险,餐补,定期团建,周末双休"
自动化测试,深圳市鼎驰科技发展有限公司,长沙,1万-1.5万,本科,民营,100-299人,电子/电器/半导体/仪器仪表,3-5年,
解决方案工程师,湖南优美科技发展有限公司,长沙,1万-1.5万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,绩效奖金,全勤奖,包住,带薪年假,节日福利"
国际服务工程师,远大科技集团,长沙,7千-1万,本科,民营,1000-9999人,客服/售前/售后技术支持,3-5年,"五险一金,餐补,房补,带薪年假,节日福利"
实施工程师/技术支持,世纪恒通（石家庄）,长沙,8千-1万,本科,民营,1000-9999人,客服/售前/售后技术支持,3-5年,"节日福利,五险一金,电脑补贴,周末双休,全勤奖,带薪年假"
实施项目经理 (MJ004855),广联达,长沙,1万-1.5万,本科,民营,1000-9999人,客服/售前/售后技术支持,3-5年,"五险一金,交通补助,通讯补助,补充医疗保险,餐补,节日福利,定期团建,定期体检"
测试工程师,三一集团,长沙,1.2万-2.4万,本科,民营,10000人以上,IT质量管理/测试/配置管理,3-5年,"五险一金,年底双薪,绩效奖金,股票期权,餐补,带薪年假,定期体检,节日福利"
软件开发工程师,比亚迪,长沙,1万-2万,本科,民营,10000人以上,IT运维/技术支持,3-5年,"五险一金,绩效奖金,交通补助,通讯补助,带薪年假,定期体检,节日福利"
产品测试工程师,江苏东交智控科技集团股份有限公司,长沙,1万-1.5万,本科,民营,300-499人,电子/电器/半导体/仪器仪表,3-5年,"五险一金,补充医疗保险,员工旅游,节日福利,试用期全额,绩效奖金,带薪年假,定期体检"
硬件测试工程师,湖南华诺星空电子技术有限公司,长沙,5千-8千,本科,民营,100-299人,IT质量管理/测试/配置管理,3-5年,"五险一金,年底双薪,加班补助,包住,餐补,员工旅游,节日福利,绩效奖金"
软件测试中级（SC0702）,长沙蜜獾信息科技有限公司,长沙,4千-6千,本科,民营,100-299人,IT质量管理/测试/配置管理,3-5年,"五险一金,年底双薪,交通补助,餐补,带薪年假,弹性工作,定期体检,节日福利"
网络工程师,长沙市正合机动车驾驶员培训部,长沙,1万-1.5万,本科,民营,100-299人,IT运维/技术支持,3-5年,"包住,五险一金"
技术支持工程师（江苏/湖南/陕西）,山东艾科达生物科技有限公司,长沙,6千-1.2万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"绩效奖金,五险一金,周末双休,员工旅游,定期体检,餐补,房补,每年多次调薪"
系统工程师-长沙-156,北京神州光大,长沙,8千-1万,本科,民营,100-299人,IT运维/技术支持,3-5年,"五险一金,创业公司,节日福利"
软件售前顾问（长沙）,北森,长沙,1.2万-2万,本科,民营,1000-9999人,客服/售前/售后技术支持,3-5年,"弹性工作,补充医疗保险,定期体检,节日福利,周末双休,定期团建,餐补,六险一金"
高级售前技术支持工程师,湖南合天智汇信息技术有限公司,长沙,6千-1万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,餐补,通讯补助,带薪年假,定期体检,节日福利,弹性工作"
医疗机构产品运营工程师,北京赛德盛医药科技股份有限公司,长沙,8千-1.5万,本科,民营,100-299人,客服/售前/售后技术支持,3-5年,"五险一金,绩效奖金,带薪年假,补充医疗保险,定期体检,员工旅游,节日福利,定期团建"
BA工程师/IT运维工程师/数据分析工程师,三一集团,长沙,1.5万-2万,本科,民营,10000人以上,IT运维/技术支持,3-5年,"五险一金,绩效奖金,餐补,弹性工作,大牛带队,周末双休,每年多次调薪,免费停车"
系统运维工程师,湖南芙蓉云通信息科技有限公司,长沙,1万-2万,本科,民营,100-299人,IT运维/技术支持,3-5年,"五险一金,年底双薪,包住"
IT工程师,湖南中森通信科技有限公司,长沙,8千-1万,本科,民营,100-299人,IT运维/技术支持,3-5年,"五险一金,带薪年假,节日福利,员工旅游,定期体检,餐补,通讯补助,周末双休"
erp实施工程师,深圳市策城软件有限公司,长沙,5千-7千,本科,民营,100-299人,IT运维/技术支持,3-5年,"五险一金,年底双薪,房补,通讯补助,员工旅游,定期体检,节日福利"
售前支持岗位（外派中移动物联网）,软通动力,长沙,7千-1万,本科,民营,10000人以上,客服/售前/售后技术支持,3-5年,"五险一金,带薪年假,弹性工作,周末双休,定期体检,节日福利"
中级erp实施顾问（驻场）,彩讯科技,长沙,8千-1.5万,本科,民营,1000-9999人,客服/售前/售后技术支持,3-5年,"五险一金,绩效奖金,通讯补助,弹性工作,节日福利,公司重点项目,大牛带队,周末双休"
UI/UX设计师,长沙蜜獾信息科技有限公司,长沙,9千-1.2万,本科,民营,100-299人,软件/互联网开发/系统集成,3-5年,"五险一金,年底双薪,交通补助,餐补,带薪年假,弹性工作,定期体检,节日福利"
工业设计工程师,中联环境,长沙,6千-1万,本科,股份制企业,1000-9999人,艺术/设计,3-5年,"五险一金,年底双薪,绩效奖金,年终分红,包住,餐补,带薪年假,定期体检"
宠物产品包装设计师,长沙贝贝康宠物医院有限公司,长沙,1万-1.5万,本科,民营,100-299人,艺术/设计,3-5年,"全勤奖,节日福利,通讯补助,交通补助"
零售支持经理/陈列企划经理,安踏,长沙,1万-1.5万,本科,民营,10000人以上,艺术/设计,3-5年,"五险一金,年底双薪,包住,餐补,带薪年假,补充医疗保险,定期体检,高温补贴"
ui设计师,湖南时刻知道网络科技有限公司,长沙,6千-8千,本科,民营,20-99人,软件/互联网开发/系统集成,3-5年,"五险一金,年底双薪,绩效奖金,交通补助,全勤奖,带薪年假"
电商美工,俏皮羊生物科技有限公司,长沙,5千-8千,本科,民营,100-299人,艺术/设计,3-5年,"绩效奖金,节日福利,员工旅游,带薪年假,五险,定期团建,公司重点项目"
平面设计师,湖南九悦房地产经纪有限公司,长沙,6千-8千,本科,合资,100-299人,艺术/设计,3-5年,"五险一金,年底双薪,绩效奖金,房补,交通补助,通讯补助,带薪年假,补充医疗保险"
年薪15万急聘主创设计师,湖南美景创意文化建设有限公司,长沙,5千-1万,本科,民营,100-299人,艺术/设计,3-5年,"五险一金,绩效奖金,加班补助,餐补,节日福利,带薪年假,员工旅游,周末双休"
高级平面设计师,长沙丽都医疗美容医院有限公司,长沙,1万-1.6万,本科,上市公司,20-99人,艺术/设计,3-5年,"绩效奖金,包吃,包住,带薪年假,弹性工作,节日福利,五险,餐补"
高级UI视觉设计师,亚信科技,长沙,1.2万-2万,本科,民营,10000人以上,软件/互联网开发/系统集成,3-5年,"五险一金,绩效奖金,通讯补助,定期体检,补充医疗保险,带薪年假,免费班车,年底双薪"
平面设计师,湖南知唐文化发展有限公司,长沙,5千-1万,本科,民营,20-99人,艺术/设计,3-5年,"五险一金,年底双薪,住房补贴,周末双休,绩效奖金,股票期权,节日福利,弹性工作"
电商设计美工,湖南德荣医疗健康产业有限公司,长沙,6千-8千,本科,民营,500-999人,艺术/设计,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,补充医疗保险,节日福利,股权激励,提供住宿"
资深UI设计师（8-10K）,长沙惠邦网络科技有限公司,长沙,8千-1万,本科,民营,1000-9999人,软件/互联网开发/系统集成,3-5年,"五险一金,绩效奖金,带薪年假,节日福利,员工旅游,项目奖金,定期团建,周末双休"
（阿里盒马外包）ued设计师,法本信息,长沙,1.2万-1.8万,本科,上市公司,1000-9999人,软件/互联网开发/系统集成,3-5年,"五险一金,定期体检,大牛带队"
三维建模,湖南和创文化科技有限公司,长沙,5千-8千,本科,民营,20-99人,艺术/设计,3-5年,"五险一金,年终分红,交通补助,餐补,通讯补助,带薪年假,员工旅游,节日福利"
（阿里盒马）ued设计师,法本信息,长沙,1.2万-1.8万,本科,上市公司,1000-9999人,软件/互联网开发/系统集成,3-5年,"五险一金,定期体检,大牛带队"
视觉设计师,湖南省沃尔信息技术有限公司,长沙,8千-1万,本科,民营,20-99人,艺术/设计,3-5年,"五险一金,周末双休,年终奖金,绩效奖金,餐补,全勤奖,节日福利,定期体检"
电商设计师,深圳市理诚科技有限公司,长沙,5千-7千,本科,其它,20-99人,艺术/设计,3-5年,"周末双休,五险一金,绩效奖金,股票期权,补充医疗保险,定期体检,员工旅游,节日福利"
UI设计,湖南正宇软件技术开发有限公司,长沙,6千-8千,本科,其它,100-299人,软件/互联网开发/系统集成,3-5年,"年底双薪,绩效奖金,全勤奖,带薪年假,员工旅游,项目奖金,六险一金,定期团建"
ui设计师,湖南高诺产业集团有限公司,长沙,5千-8千,本科,民营,100-299人,软件/互联网开发/系统集成,3-5年,"五险一金,股票期权,弹性工作,带薪年假,节日福利,大牛带队,公司重点项目,周末双休"
资深平面设计师,长沙夏朗多电器科技有限公司,长沙,5千-1万,本科,民营,20-99人,艺术/设计,3-5年,"五险一金,绩效奖金,定期体检,员工旅游,不加班,房补,全勤奖,带薪年假"
空间展示设计师,湖南知唐文化发展有限公司,长沙,6千-1.2万,本科,民营,20-99人,艺术/设计,3-5年,"五险一金,年底双薪,住房补贴,周末双休,绩效奖金,股票期权,节日福利,弹性工作"
环保工程CAD设计/制图,湖南地大环境科技有限公司,长沙,6千-1万,本科,股份制企业,20-99人,艺术/设计,3-5年,"五险一金,节日福利,周末双休,公司重点项目,项目奖金,带薪年假,绩效奖金,通讯补助"
2D美术主管,湖南省沃尔信息技术有限公司,长沙,9千-1.2万,本科,民营,20-99人,艺术/设计,3-5年,"五险一金,带薪年假,周末双休,定期体检,免费零食,全勤奖,年终奖金,餐补"
